id,uuid,type,code,published,is_flagged,has_alert,metatag,internal_user,Meilleur prix vente,Quantité meilleur prix vente,Meilleur prix achat,Quantité meilleur prix achat,Capitalisation,Prix clôture,Cours ajusté,field_cours_cloture,Cours courant,Quantité échangée,Volume échangé,field_date_application,Différence,field_dynamic_reference_price,Statut,Plus haut,field_instrument_var_year,field_last_traded_price,field_last_traded_time,field_last_transactions,Plus bas,field_market_id,Ouverture,field_pto,field_ratio_ajustement,field_ratio_consolide,Prix référence,field_symbol,Nombre transactions,field_transact_time,field_var_pto,Variation %,Nom,Symbole,Secteur,redirect_alias
17896650,8eec4166-eae8-47c8-9183-f050e86a57f3,market_watch,AADHA-690e099fb9a74,1,[],False,[],[],[],[],[],[],5628892500.0000000000,37.1000000000,39.7100000000,-,39.7100000000,[],[],2025-11-07T15:39:27,0.0000000000,39.7100000000,-,[],-,[],[],-,[],59,[],[],1.00,1.00,39.7100000000,526,[],2025-11-07T15:39:27,[],0.0000000000,DA ADH 1/1 2008,AADHA,Participation et promotion immobilières,/fr/live-market/instruments/AADHA
17894608,d7e96dec-de5b-4f74-88ea-cf82072ee38e,market_watch,AATHA-690e049ff2175,1,[],False,[],[],[],[],[],[],566400000.0000000000,179.8000000000,160.0000000000,-,160.0000000000,[],[],2025-11-07T15:30:37,0.0000000000,160.0000000000,-,[],-,[],[],-,[],59,[],[],1.00,1.00,160.0000000000,453,[],2025-11-07T15:30:37,[],0.0000000000,DA ATH 1/3 1999,AATHA,Distributeurs,/fr/live-market/instruments/AATHA
17894611,b52c2d87-67d3-4843-9916-c9bc838e6e01,market_watch,AATHB-690e04a0d10f9,1,[],False,[],[],[],[],[],[],2265364000.0000000000,107.9000000000,95.9900000000,-,95.9900000000,[],[],2025-11-07T15:30:37,0.0000000000,95.9900000000,-,[],-,[],[],-,[],59,[],[],1.00,1.00,95.9900000000,454,[],2025-11-07T15:30:37,[],0.0000000000,DA ATH 1/1 2008,AATHB,Distributeurs,/fr/live-market/instruments/AATHB
17894924,83989a81-9346-41eb-ba3f-02cabd03baed,market_watch,ABCIA-690e050bdd725,1,[],False,[],[],[],[],[],[],180014817.0000000000,113.0000000000,108.6000000000,-,108.6000000000,[],[],2025-11-07T15:31:24,0.0000000000,108.6000000000,-,[],-,[],[],-,[],59,[],[],1.00,1.00,108.6000000000,477,[],2025-11-07T15:31:24,[],0.0000000000,DA BCI 1/5 2006,ABCIA,Banques,/fr/live-market/instruments/ABCIA
17895837,fe8efcc4-e11b-4c2b-b0b5-f889d5cba5ba,market_watch,ABOAA-690e06db3e879,1,[],False,[],[],[],[],[],[],1918285138.8000000000,65.5500000000,67.1400000000,-,67.1400000000,[],[],2025-11-07T15:33:21,0.0000000000,67.1400000000,-,[],-,[],[],-,[],59,[],[],1.00,1.00,67.1400000000,375,[],2025-11-07T15:33:21,[],0.0000000000,DA BOA 2/7 1996,ABOAA,Banques,/fr/live-market/instruments/ABOAA
17895839,8a0d51ec-cdf7-4bb6-84e1-d77a6a01e8da,market_watch,ABOAB-690e06dd0efcc,1,[],False,[],[],[],[],[],[],339150590.0000000000,22.9500000000,23.5000000000,-,23.5000000000,[],[],2025-11-07T15:33:21,0.0000000000,23.5000000000,-,[],-,[],[],-,[],59,[],[],1.00,1.00,23.5000000000,376,[],2025-11-07T15:33:21,[],0.0000000000,DA BOA 1/10 2000,ABOAB,Banques,/fr/live-market/instruments/ABOAB
17895842,8d72601c-6900-47dc-906d-f543c21f352d,market_watch,ABOAF-690e06ded49f3,1,[],False,[],[],[],[],4.0100000000,4783.0000000000,1055195168.3700000000,5.3800000000,4.8900000000,-,4.8900000000,[],[],2025-11-07T15:33:21,0.0000000000,4.8900000000,-,[],-,[],[],-,[],59,[],[],1.00,1.00,4.8900000000,17466238,[],2025-11-07T15:33:21,[],0.0000000000,DA BOA 1/48 2025,ABOAF,Banques,/fr/live-market/instruments/ABOAF
17890583,10f4b141-6836-4034-aa38-f6224e9306ae,market_watch,ACRSA-690dfc5f3fe4c,1,[],False,[],[],[],[],[],[],30264000.0000000000,3.6100000000,7.7600000000,-,7.7600000000,[],[],2025-11-07T15:04:12,0.0000000000,7.7600000000,-,[],-,[],[],-,[],59,[],[],1.00,1.00,7.7600000000,522,[],2025-11-07T15:04:12,[],0.0000000000,DA CRS 1/5 2007,ACRSA,Agroalimentaire et Production,/fr/live-market/instruments/ACRSA
17896946,4cfdbfbc-55e5-473b-b2ba-e0d1bd082781,market_watch,ADH-690e0b329659d,1,[],True,[],[],39.9600000000,1990.0000000000,39.6500000000,100.0000000000,15985310296.3400000000,39.7100000000,39.7100000000,-,39.7100000000,181550.0000000000,7226824.1000000000,2025-11-07T16:00:45,-0.4300000000,39.7100000000,-,40.2400000000,-,39.7100000000,2025-11-07T15:39:27,-,39.7100000000,59,40.2400000000,39.7100000000,1.00,1.00,40.1400000000,525,115,2025-11-07T16:00:45,-1.0712506228,-1.0712506228,DOUJA PROM ADDOHA,ADH,Participation et promotion immobilières,/fr/live-market/instruments/ADH
17896947,e0efc212-19eb-4fab-b993-c14c1fc88534,market_watch,ADI-690e0b3354725,1,[],True,[],[],622.6000000000,115.0000000000,612.0000000000,10.0000000000,13646775242.8000000000,618.1000000000,618.1000000000,-,618.1000000000,78488.0000000000,48718480.4000000000,2025-11-07T16:00:45,14.9000000000,618.1000000000,-,627.5000000000,-,618.1000000000,2025-11-07T15:39:57,-,605.0000000000,59,610.0000000000,618.1000000000,1.00,1.00,603.2000000000,379,569,2025-11-07T16:00:45,2.4701591512,2.4701591512,ALLIANCES,ADI,Participation et promotion immobilières,/fr/live-market/instruments/ADI
17865961,93ada9af-8da0-493a-b063-095da1795585,market_watch,ADISA-690da9310a14a,1,[],False,[],[],[],[],[],[],726484.5000000000,[],5.2500000000,-,5.2500000000,[],[],2025-11-07T08:10:00,0.0000000000,5.2500000000,-,[],-,[],[],-,[],59,[],[],1.00,1.00,5.2500000000,467,[],2025-11-07T08:10:00,[],0.0000000000,DA DIS 1/5 1999,ADISA,Sociétés de financement et Autres Activités Financières,/fr/live-market/instruments/ADISA
17890399,cfebaf8c-683c-4d69-9217-ba7536fb15ff,market_watch,ADRIA-690dfbaba5891,1,[],False,[],[],[],[],[],[],108500000.0000000000,172.8000000000,400.0000000000,-,400.0000000000,[],[],2025-11-07T15:01:10,0.0000000000,400.0000000000,-,[],-,[],[],-,[],59,[],[],1.00,1.00,400.0000000000,513,[],2025-11-07T15:01:10,[],0.0000000000,DA DRI 1/10 2006,ADRIA,Agroalimentaire et Production,/fr/live-market/instruments/ADRIA
17896960,320f4a75-ac8e-4530-91a3-a17dda17e9f1,market_watch,AFI-690e0b3fe5a05,1,[],False,[],[],335.5500000000,32.0000000000,330.5000000000,2.0000000000,96486500.0000000000,331.0000000000,331.0000000000,-,331.0000000000,286.0000000000,94792.0000000000,2025-11-07T16:00:45,-3.9000000000,331.0000000000,-,336.0000000000,-,331.0000000000,2025-11-07T15:17:07,-,331.0000000000,59,336.0000000000,[],1.00,1.00,334.9000000000,385,12,2025-11-07T16:00:45,[],-1.1645267244,AFRIC INDUSTRIES SA,AFI,Bâtiment et Matériaux de Construction,/fr/live-market/instruments/AFI
17897007,3c328f9d-59a8-4efa-b324-f64c5b6a357a,market_watch,AFM-690e0b6896520,1,[],False,[],[],1335.0000000000,17.0000000000,1221.0000000000,1.0000000000,1335000000.0000000000,1335.0000000000,1335.0000000000,-,1335.0000000000,50.0000000000,66750.0000000000,2025-11-07T16:00:45,45.0000000000,1335.0000000000,-,1335.0000000000,-,1335.0000000000,2025-11-07T15:31:59,-,1335.0000000000,59,1335.0000000000,1335.0000000000,1.00,1.00,1290.0000000000,391,2,2025-11-07T16:00:45,3.4883720930,3.4883720930,AFMA,AFM,Assurances,/fr/live-market/instruments/AFM
17896986,33919c67-3e7a-4ce0-ae12-302bd254c4f9,market_watch,AGM-690e0b57bfe3d,1,[],True,[],[],6720.0000000000,2.0000000000,6313.0000000000,1.0000000000,1320000000.0000000000,6600.0000000000,6600.0000000000,-,6600.0000000000,[],[],2025-11-07T16:00:45,0.0000000000,6600.0000000000,-,[],-,[],[],-,[],59,[],[],1.00,1.00,6600.0000000000,491,[],2025-11-07T16:00:45,[],0.0000000000,AGMA,AGM,Assurances,/fr/live-market/instruments/AGM
17889050,f7ce451b-419a-4ffe-bf39-5a56ad0a1a00,market_watch,AIBCA-690df5346d9c4,1,[],False,[],[],[],[],[],[],16699440.0000000000,135.0000000000,80.0000000000,-,80.0000000000,[],[],2025-11-07T14:33:39,0.0000000000,80.0000000000,-,[],-,[],[],-,[],59,[],[],1.00,1.00,80.0000000000,505,[],2025-11-07T14:33:39,[],0.0000000000,DA IBC 1/1 2001,AIBCA,"Matériels, Logiciels et Services Informatiques",/fr/live-market/instruments/AIBCA
17897018,d80748e2-e63e-4de1-859d-46758b32a77a,market_watch,AKT-690e0b6f11b05,1,[],True,[],[],1406.0000000000,5.0000000000,1385.0000000000,10.0000000000,19681297730.0000000000,1390.0000000000,1390.0000000000,-,1390.0000000000,8282.0000000000,11590310.0000000000,2025-11-07T16:00:45,-21.0000000000,1390.0000000000,-,1427.0000000000,-,1390.0000000000,2025-11-07T15:39:09,-,1390.0000000000,59,1415.0000000000,1390.0000000000,1.00,1.00,1411.0000000000,305583,222,2025-11-07T16:00:45,-1.4883061658,-1.4883061658,AKDITAL,AKT,Santé,/fr/live-market/instruments/AKT
17896503,9452c2d0-99e4-4e17-8f2b-3679f49996fb,market_watch,ALHMA-690e08ba82cf2,1,[],False,[],[],[],[],[],[],24559981965.0000000000,5257.0000000000,5155.0000000000,-,5155.0000000000,[],[],2025-11-07T15:37:15,0.0000000000,5155.0000000000,-,[],-,[],[],-,[],59,[],[],1.00,1.00,5155.0000000000,461,[],2025-11-07T15:37:15,[],0.0000000000,DA LHM 8/3 2007,ALHMA,Bâtiment et Matériaux de Construction,/fr/live-market/instruments/ALHMA
17896961,b039b3bd-7cb4-4713-b770-00901e51dd10,market_watch,ALM-690e0b41064d8,1,[],False,[],[],1869.0000000000,1.0000000000,1820.0000000000,1.0000000000,869936118.0000000000,1867.0000000000,1867.0000000000,-,1867.0000000000,7.0000000000,12843.0000000000,2025-11-07T16:00:45,-3.0000000000,1867.0000000000,-,1867.0000000000,-,1867.0000000000,2025-11-07T13:46:37,-,1820.0000000000,59,1823.0000000000,[],1.00,1.00,1870.0000000000,490,4,2025-11-07T16:00:45,[],-0.1604278075,ALUMINIUM DU MAROC,ALM,Bâtiment et Matériaux de Construction,/fr/live-market/instruments/ALM
17890425,20cc117c-be4e-4a8c-b16b-513c9f2d5ba3,market_watch,AMLEA-690dfbe20c12f,1,[],False,[],[],95.5000000000,2.0000000000,[],[],95739532.0000000000,90.9000000000,90.0400000000,-,90.0400000000,[],[],2025-11-07T15:02:09,0.0000000000,90.0400000000,-,[],-,[],[],-,[],59,[],[],1.00,1.00,90.0400000000,435,[],2025-11-07T15:02:09,[],0.0000000000,DA MLE 1/4 1999,AMLEA,Sociétés de financement et Autres Activités Financières,/fr/live-market/instruments/AMLEA
17890426,2ae7dea1-c89f-49cf-a3e0-70c0be21d6ad,market_watch,ANEJA-690dfbe36f6ef,1,[],False,[],[],[],[],[],[],629850000.0000000000,300.2000000000,975.0000000000,-,975.0000000000,[],[],2025-11-07T15:02:09,0.0000000000,975.0000000000,-,[],-,[],[],-,[],59,[],[],1.00,1.00,975.0000000000,495,[],2025-11-07T15:02:09,[],0.0000000000,DA NEJ 1/5 2000,ANEJA,Distributeurs,/fr/live-market/instruments/ANEJA
17890562,fea0c528-a7bc-4fcb-b26a-309bcfec9472,market_watch,ANEJB-690dfc490aa87,1,[],False,[],[],[],[],[],[],377910000.0000000000,150.1000000000,487.5000000000,-,487.5000000000,[],[],2025-11-07T15:03:51,0.0000000000,487.5000000000,-,[],-,[],[],-,[],59,[],[],1.00,1.00,487.5000000000,496,[],2025-11-07T15:03:51,[],0.0000000000,DA NEJ 1/10 2006,ANEJB,Distributeurs,/fr/live-market/instruments/ANEJB
17890404,25a811b4-3aa1-43fd-b6f4-cc22ebe54c0f,market_watch,AOULA-690dfbaf64407,1,[],False,[],[],[],[],[],[],411300000.0000000000,3033.0000000000,2742.0000000000,-,2742.0000000000,[],[],2025-11-07T15:01:13,0.0000000000,2742.0000000000,-,[],-,[],[],-,[],59,[],[],1.00,1.00,2742.0000000000,480,[],2025-11-07T15:01:13,[],0.0000000000,DA OUL 7/3 1999,AOULA,Boissons,/fr/live-market/instruments/AOULA
17890390,39640817-6485-481e-b763-e178d6788327,market_watch,AOULB-690dfba2ca8d8,1,[],False,[],[],[],[],[],[],2585000000.0000000000,2600.0000000000,2350.0000000000,-,2350.0000000000,[],[],2025-11-07T15:01:06,0.0000000000,2350.0000000000,-,[],-,[],[],-,[],59,[],[],1.00,1.00,2350.0000000000,481,[],2025-11-07T15:01:06,[],0.0000000000,DA OUL 2/1 2006,AOULB,Boissons,/fr/live-market/instruments/AOULB
17897015,67154df5-8159-4abd-8136-b2c6fbd8b09f,market_watch,ARD-690e0b6cbc1bf,1,[],True,[],[],460.0000000000,209.0000000000,458.5000000000,74.0000000000,5781339800.0000000000,460.0000000000,460.0000000000,-,460.0000000000,118.0000000000,54211.2000000000,2025-11-07T16:00:45,0.0000000000,460.0000000000,-,460.0000000000,-,460.0000000000,2025-11-07T14:54:10,-,459.0000000000,59,460.0000000000,[],1.00,1.00,460.0000000000,437,14,2025-11-07T16:00:45,[],0.0000000000,ARADEI CAPITAL,ARD,Sociétés de placement immobilier,/fr/live-market/instruments/ARD
17890389,59451a62-680f-41b9-9152-fb3075984ee6,market_watch,AREBA-690dfb9cd69fe,1,[],False,[],[],[],[],[],[],14116520.0000000000,496.8000000000,440.0000000000,-,440.0000000000,[],[],2025-11-07T15:01:00,0.0000000000,440.0000000000,-,[],-,[],[],-,[],59,[],[],1.00,1.00,440.0000000000,483,[],2025-11-07T15:01:00,[],0.0000000000,DA REB 4/1 2001,AREBA,Mines,/fr/live-market/instruments/AREBA
17891611,fb3fd8a6-3b74-4098-b9a7-4759993b6291,market_watch,ASOTA-690dfefdda252,1,[],False,[],[],[],[],[],[],359800000.0000000000,360.0000000000,359.8000000000,-,359.8000000000,[],[],2025-11-07T15:15:23,0.0000000000,359.8000000000,-,[],-,[],[],-,[],59,[],[],1.00,1.00,359.8000000000,539,[],2025-11-07T15:15:23,[],0.0000000000,DA SOT 1/5 2005,ASOTA,Industrie Pharmaceutique,/fr/live-market/instruments/ASOTA
17896962,5d520a8b-b509-4dc2-ab75-fbb7bc43dd15,market_watch,ATH-690e0b41d66da,1,[],False,[],[],96.9500000000,30.0000000000,95.5000000000,19.0000000000,4827771742.7200000000,95.9900000000,95.9900000000,-,95.9900000000,920.0000000000,88393.1900000000,2025-11-07T16:00:45,0.4900000000,95.9900000000,-,96.9600000000,-,95.9900000000,2025-11-07T15:30:37,-,95.5000000000,59,96.9500000000,95.9900000000,1.00,1.00,95.5000000000,452,10,2025-11-07T16:00:45,0.5130890052,0.5130890052,AUTO HALL,ATH,Distributeurs,/fr/live-market/instruments/ATH
17896948,8de170d7-dae2-4d52-a6a5-5d49134b5858,market_watch,ATL-690e0b343b80f,1,[],False,[],[],154.9500000000,3.0000000000,149.0000000000,121.0000000000,9042539250.0000000000,150.0000000000,150.0000000000,-,150.0000000000,5077.0000000000,761685.0000000000,2025-11-07T16:00:45,-5.0000000000,150.0000000000,-,153.0000000000,-,150.0000000000,2025-11-07T15:39:55,-,150.0000000000,59,151.5000000000,150.0000000000,1.00,1.00,155.0000000000,365,19,2025-11-07T16:00:45,-3.2258064516,-3.2258064516,ATLANTASANAD,ATL,Assurances,/fr/live-market/instruments/ATL
17896949,21d5a295-65d3-4103-a2a6-da8373310aab,market_watch,ATW-690e0b352665b,1,[],False,[],[],779.0000000000,259.0000000000,765.0000000000,1000.0000000000,164797882674.0000000000,766.0000000000,766.0000000000,-,766.0000000000,37776.0000000000,29029808.8000000000,2025-11-07T16:00:45,-1.0000000000,766.0000000000,-,780.0000000000,-,766.0000000000,2025-11-07T15:38:35,-,760.0000000000,59,760.0000000000,766.0000000000,1.00,1.00,767.0000000000,511,92,2025-11-07T16:00:45,-0.1303780965,-0.1303780965,ATTIJARIWAFA BANK,ATW,Banques,/fr/live-market/instruments/ATW
17896987,29cf124b-ab21-4825-8662-7acfce77c6f9,market_watch,BAL-690e0b58aef06,1,[],True,[],[],250.0000000000,500.0000000000,230.0000000000,17.0000000000,402864000.0000000000,231.0000000000,231.0000000000,-,231.0000000000,3.0000000000,693.0000000000,2025-11-07T16:00:45,-5.0000000000,231.0000000000,-,231.0000000000,-,231.0000000000,2025-11-07T14:30:40,-,231.0000000000,59,231.0000000000,231.0000000000,1.00,1.00,236.0000000000,455,1,2025-11-07T16:00:45,-2.1186440678,-2.1186440678,BALIMA,BAL,Sociétés de placement immobilier,/fr/live-market/instruments/BAL
17896963,fe55f608-56eb-42a2-a5dd-c52fcc8ade50,market_watch,BCI-690e0b42b93e1,1,[],False,[],[],562.9000000000,2.0000000000,540.3000000000,30.0000000000,7210652298.0000000000,543.0000000000,543.0000000000,-,543.0000000000,2003.0000000000,1087688.7000000000,2025-11-07T16:00:45,-7.0000000000,543.0000000000,-,562.9000000000,-,543.0000000000,2025-11-07T15:31:24,-,543.0000000000,59,562.9000000000,543.0000000000,1.00,1.00,550.0000000000,476,2,2025-11-07T16:00:45,-1.2727272727,-1.2727272727,BMCI,BCI,Banques,/fr/live-market/instruments/BCI
17896950,e88455f5-2f4b-4a15-86f6-fd4e264f910f,market_watch,BCP-690e0b3617add,1,[],True,[],[],309.8000000000,17.0000000000,301.6000000000,5.0000000000,62823554157.0000000000,309.0000000000,309.0000000000,-,309.0000000000,13183.0000000000,4048257.8500000000,2025-11-07T16:00:45,0.0000000000,309.0000000000,-,310.0000000000,-,309.0000000000,2025-11-07T15:35:04,-,304.0000000000,59,309.9500000000,309.0000000000,1.00,1.00,309.0000000000,509,47,2025-11-07T16:00:45,0.0000000000,0.0000000000,BCP,BCP,Banques,/fr/live-market/instruments/BCP
17897013,60a433be-ff8b-41d2-b72b-c0807ce0d71f,market_watch,BOA-690e0b6be3afd,1,[],False,[],[],245.0000000000,30.0000000000,232.1000000000,88.0000000000,51766242035.0000000000,235.0000000000,235.0000000000,-,235.0000000000,17581.0000000000,4148962.1000000000,2025-11-07T16:00:45,-6.0000000000,235.0000000000,-,244.9500000000,-,235.0000000000,2025-11-07T15:33:21,-,235.0000000000,59,244.9500000000,235.0000000000,1.00,1.00,241.0000000000,373,36,2025-11-07T16:00:45,-2.4896265560,-2.4896265560,BANK OF AFRICA,BOA,Banques,/fr/live-market/instruments/BOA
17896988,f21ba8bc-25f6-40f6-9e33-1a8704404263,market_watch,CDM-690e0b5999b69,1,[],False,[],[],1025.0000000000,90.0000000000,1013.0000000000,40.0000000000,11153244350.0000000000,1025.0000000000,1025.0000000000,-,1025.0000000000,[],[],2025-11-07T16:00:45,0.0000000000,1025.0000000000,-,[],-,[],[],-,[],59,[],[],1.00,1.00,1025.0000000000,458,[],2025-11-07T16:00:45,[],0.0000000000,CDM,CDM,Banques,/fr/live-market/instruments/CDM
17897019,313e2588-ff1a-463a-9476-be9bf0c8420b,market_watch,CFG-690e0b6fe8f29,1,[],False,[],[],255.0000000000,80.0000000000,252.4500000000,150.0000000000,8923529004.0000000000,254.9000000000,254.9000000000,-,254.9000000000,1456.0000000000,368913.6000000000,2025-11-07T16:00:45,2.3000000000,254.9000000000,-,255.0000000000,-,254.9000000000,2025-11-07T14:19:01,-,252.3500000000,59,252.3500000000,[],1.00,1.00,252.6000000000,4439819,16,2025-11-07T16:00:45,[],0.9105304830,CFG BANK,CFG,Banques,/fr/live-market/instruments/CFG
17896951,be4bf6e2-af60-4e5e-908e-7258e636435b,market_watch,CIH-690e0b371643c,1,[],False,[],[],428.9000000000,280.0000000000,416.0000000000,20.0000000000,15253449321.6000000000,428.4000000000,428.4000000000,-,428.4000000000,1951.0000000000,825488.7000000000,2025-11-07T16:00:45,-0.5000000000,428.4000000000,-,428.7000000000,-,428.4000000000,2025-11-07T15:32:38,-,417.0000000000,59,417.0000000000,428.4000000000,1.00,1.00,428.9000000000,449,7,2025-11-07T16:00:45,-0.1165772907,-0.1165772907,CIH,CIH,Banques,/fr/live-market/instruments/CIH
17896964,8460a1ca-9bd5-4bee-a3c5-c7df3dcb71af,market_watch,CMA-690e0b437ebde,1,[],False,[],[],2039.0000000000,2.0000000000,1991.0000000000,30.0000000000,28872008000.0000000000,2000.0000000000,2000.0000000000,-,2000.0000000000,83.0000000000,166000.0000000000,2025-11-07T16:00:45,-47.0000000000,2000.0000000000,-,2000.0000000000,-,2000.0000000000,2025-11-07T15:36:35,-,2000.0000000000,59,2000.0000000000,2000.0000000000,1.00,1.00,2047.0000000000,464,3,2025-11-07T16:00:45,-2.2960429897,-2.2960429897,CIMENTS DU MAROC,CMA,Bâtiment et Matériaux de Construction,/fr/live-market/instruments/CMA
